ccode,cname,ccode_qog,cname_qog,ccodealp,ccodecow,version,ajr_settmort,atop_ally,atop_number,bci_bci,bi_total,bicc_gmi,bl_asyf,bl_asym,bl_asymf,bmr_dem,bmr_demdur,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,egov_egov,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gfs_rcr,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,gpi_gpi,h_j,ht_colonial,ht_region,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_srol,ipu_l_sw,ipu_u_sw,jht_ccc,jht_ccd,lis_gini,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,prp_prp,pwt_hci,pwt_pop,rd_inw,rd_outw,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust,yri_yri35
4,"Afghanistan",4,"Afghanistan","AFG",700,"QoGBasCSjan22",4.5400982,1,1,63.74239,50,155,3.1989999,6.4899998,4.8260002,0,219,5,3,,3,9,4.5,2,3.283333301544189,3,4,4,4,4,3,3.142857074737549,2,3,3.75,3.5,3,3,3,1,1,4,2,2.5,2.5,.0070000002160668,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32.638309,38.519566,45.606071,35.397686,.6640470623970032,.32030001,20,25.5,,,,,,,,,,4,6,3,6,3,3.5,2,5,2,3,,,60,2,,,,,,,,,,,,,,,,,,5,5,.6627445220947266,.6549999713897705,,,,,3.569000005722046,0,0,8,50,,45.22999954223633,19,,,,,,,,27.89999961853027,26.5,52330,2189,,.366666704416275,2,1934.555053710938,,3,1,1,0,4.355736143291409,.9224445132674083,0,,4,-1,2.6666665,,46.20584869384766,,,803.5464477539063,234.6186981201172,36.54999923706055,,,,,,,,,,,,,,,,,,,,16,.41460001,.1525,.5090000033378601,11.29300022125244,.9079999923706055,.296999990940094,.1720000058412552,.5569999814033508,.193000003695488,2.681999921798706,.164000004529953,.3440000116825104,9.602999687194824,-1.4876242,-1.453096,-2.7638643,-1.6640381,98.71562194824219,98.30960083007813,99.90214538574219,2.644596815109253,84.07765197753906,,11.79885387420654,652860,,349000000,32.48699951171875,,.0430405512452126,.2116484791040421,.2001510709524155,6.422999858856201,,5.951280117034912,4.458119869232178,86.05010986328125,,,,,,2.720000028610229,43.13000106811523,65.76999664306641,37.2599983215332,18.45999908447266,24.51000022888184,16.88999938964844,38.40999984741211,9.720000267028809,45.84999847412109,,173,4.0588698387146,15.66137981414795,44.19060134887695,22.25369071960449,15.95378971099854,1.006746292114258,.6507349014282227,.2114195972681046,4.473000049591064,,,1.850994110107422,,22.04289627075195,564.6170654296875,13.38724708557129,103.9961624145508,,55.42520904541016,9.686420440673828,,6.655560970306396,435000,372000,2598000,1.175546884536743,,8.260000228881836,21.24701499938965,64.48600006103516,66.0260009765625,63.04700088500977,43.01971817016602,29.80521011352539,55.47544860839844,65.42054748535156,-314602,,50.14070129394531,37171920,43.09017562866211,54.32489776611328,2.584926843643188,56.93704986572266,74.50499725341797,25.4950008392334,,72228,2681267,82.33999633789063,,,2.5,2,9.89845085144043,.3437917530536652,,13.92000007629395,11.0600004196167,10.28999996185303,21.04999923706055,17.32999992370605,16.1299991607666,27.86885261535645,,,,,,,,,53.90000152587891,,2.694303274154663,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania",8,"Albania","ALB",339,"QoGBasCSjan22",,1,7,52.931854,156,79,10.822,11.135,10.972,1,22,10,5,8,8,3,7.5,8,7.150000095367432,7,6,6,7,7,5,6.535714149475098,10,6,7.75,6.5,6,5.5,7,6,6,5,7,4.5,7,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,68.70488,66.65049,63.279209,67.967392,2.049188613891602,.73989999,44.5,49,,,,,,,,,,9,3,8,13,7,8.083333,9,3,9,2,,,51,2,8.22189998626709,7.78000020980835,25,.4000000059604645,.6200000047683716,.3799999952316284,.5600000023841858,.4199999868869781,.550000011920929,,.3600000143051147,.3600000143051147,.2700000107288361,.4300000071525574,.5699999928474426,.4699999988079071,.5199999809265137,2,,1.569238901138306,.1860000044107437,3.511840105056763,2,9,25,1.764000058174133,0,0,1,55,.45601851,46.7599983215332,,,,,,,,,27.89999961853027,,58316,1181,,.4555555880069733,3,11104.166015625,1092,0,1,1,0,0,.0478929296146633,0,70.5,21,9,6.3281736,50.097183,48.91881942749023,2.9580684,2.882740020751953,1458.210083007813,114.8793334960938,29.84000015258789,,,,,,,,,,,,,,,,,,,,36,.3423,.090800002,.7919999957084656,27.29759979248047,.7960000038146973,.2310000061988831,.3759999871253967,.8579999804496765,.4210000038146973,2.032000064849854,.3219999969005585,.5199999809265137,.4199999868869781,-.47863212,.05723986,.37051564,-.4033851,100,100,100,.6428240537643433,45.81003570556641,,22.31189727783203,27400,,2000000,11.77999973297119,36.09999847412109,12.55565929412842,1.520986795425415,1.939731597900391,7.89799976348877,80.73557281494141,7.740799903869629,8.793780326843262,100,0,0,100,,0,3.289999961853027,37.29000091552734,42.27999877929688,33.72000122070313,19.75,15.65999984741211,22.67000007629395,42.97000122070313,42.06000137329102,43.61999893188477,,82,3.611720085144043,12.39080047607422,57.60766983032227,21.5625,18.85009002685547,1.161266088485718,7.95128870010376,-.0297968555241823,1.616999983787537,18.10000038146973,34.59999847412109,28.79197120666504,,18.44093132019043,5074.857421875,21.28403091430664,106.9934234619141,80.49873352050781,95.43232727050781,54.96133041381836,33.20000076293945,2.28949236869812,110,,,1.989036440849304,31.60000038146973,65.40000152587891,42.19068908691406,78.45800018310547,80.16699981689453,76.81600189208984,98.14115142822266,97.76112365722656,98.51361846923828,99.33000183105469,-69998,94.5296630859375,86.60826873779297,2866376,17.67287445068359,68.58238983154297,13.74473571777344,104.6122665405273,39.68099975585938,60.31900024414063,.2000000029802322,132,13512,55.47999954223633,7.900000095367432,50.5,,,18.55747604370117,8.624814987182617,76.85588836669922,11.86999988555908,12.30000019073486,12.61999988555908,25.73999977111816,28.20999908447266,29.6200008392334,27.85714340209961,29.7581958770752,92.52799224853516,57.61417007446289,94.177001953125,3.781720399856567,3.30469012260437,35.46875381469727,.797844409942627,69.09999847412109,47,5.004402637481689,2.7165589,2.5525737,2.1625903,1.5847586,1.8576866,1.5679805,1.3781805,2.585947,1.351408,1.8323277,,9.6376514,3.9559238,.9705652,2.8711927,2.8693283,,1.5964851,3.849031,3.475513,1.7441964,,,3.4887583,.027856566,26.869801
12,"Algeria",12,"Algeria","DZA",615,"QoGBasCSjan22",4.3592696,1,6,55.245445,180,249,7.6199999,7.7589998,7.71,0,57,5,5,,2,6,7,5,4.699999809265137,5,6,6,5,5,4,5.357142925262451,8,3,4.25,5,4,4.25,2.5,5,5,4,6,5,5.5,.2360000014305115,2,2,1,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,38.300137,56.150364,79.876305,50.274662,2.301701784133911,.51730001,50.400002,44.799999,,,,,,,,,,4,5,3,7,3,4.25,7,6,6,3,,,65,3,2.550381898880005,4.829999923706055,.119999997317791,.239999994635582,,.3700000047683716,.2800000011920929,.3899999856948853,.3899999856948853,.5099999904632568,.3100000023841858,.25,.1700000017881393,.4000000059604645,.5,,,4,2,,.4329999983310699,,,,,2.240000009536743,0,6,3,2,.44444445,37.09000015258789,39.88000106811523,38.700001,74.5,55.5,73.199997,77.400002,76.199997,50.799999,25.79999923706055,7,99610,2756,,.3111110925674438,2,14228.025390625,,1,1,1,1,23.27713605377173,.7522285126240592,0,59.61999893188477,14,2,3.9583333,44.132652,48.28210067749023,2.3430309,42.22840881347656,1984.998413085938,87.00638580322266,45.75,,,,,,,,,,,,,,,,,,,,35,.38080001,.099100001,.7459999918937683,10.41234970092773,.7139999866485596,.2010000050067902,.2529999911785126,.8019999861717224,.1560000032186508,2.716000080108643,.1129999980330467,.3009999990463257,3.408999919891357,-.65687001,-.52737832,-.83611959,-.74096614,99.64192199707031,98.96194458007813,99.89817810058594,2.517998456954956,57.50803375244141,,3.151063442230225,2381741,0,1284000000,24.2819995880127,,7.262935638427734,.3532966077327728,3.591657400131226,4.716000080108643,,1.276190042495728,,.3226838111877441,0,98.35751342773438,.2107619345188141,,1.319805860519409,4.630000114440918,9.880000114440918,3.579999923706055,11.05000019073486,30.90999984741211,23.93000030517578,32.20999908447266,59.22000122070313,72.48999786376953,56.72999954223633,,157,,,,,,5.467824459075928,.8357893824577332,.5018156766891479,3.023000001907349,,,.8103315830230713,,11.84023284912109,4755.04638671875,39.13887405395508,109.8828201293945,,,51.36566925048828,,1.36427640914917,19,2800,2500,.6110720038414001,,49.03846740722656,20.12698173522949,76.69300079345703,77.93800354003906,75.49400329589844,81.4078369140625,75.32296752929688,87.42295837402344,97.42652130126953,-50002,97.63516998291016,,42228416,30.14867782592773,63.48882675170898,6.362496376037598,17.73006248474121,27.37100028991699,72.62899780273438,,94341,4186,31.97999954223633,1.399999976158142,36.29999923706055,,,,9.948087692260742,57.89862442016602,20.48999977111816,11.89000034332275,9.720000267028809,45.52000045776367,29.57999992370605,26.26000022888184,25.75757598876953,34.38171768188477,93.78167724609375,56.25389099121094,121.9324798583984,4.776766777038574,4.077913284301758,43.39908599853516,.2113766223192215,66.40000152587891,18,5.043086051940918,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"Andorra",20,"Andorra","AND",232,"QoGBasCSjan22",,1,2,19.972071,15,,,,,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0070000002160668,2,2,1,1,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.38084,22.190226,89.238777,,.68809998,,,,,,,,,,,,11,1,12,14,12,10,15,1,15,1,,,15,1,,,,,,,,,,,,,,,,,,,,,,3.539283990859985,3,12,9,,,0,5,,,68.33000183105469,,,,,,,,,32.09999847412109,,8049,84,,.4699999988079071,2,,,0,1,1,0,0,.134176601589367,0,,,,,,,,,,0,24.6299991607666,,,,,,,,,,,,,,,,,,,,,,,.8669999837875366,12.97799968719482,,,,,,,,,,1.2390413,1.943918,1.4176272,1.6078409,100,100,100,,,,1.765957474708557,470,,,7.199999809265137,,46.31197738647461,,5.973405361175537,4.400000095367432,,2.28902006149292,3.057830095291138,86.11669921875,,,,,,,,,,,,,,,,,,3.2467200756073,19.32305908203125,21.42038917541504,25.3067798614502,5.641059875488281,,,,,,,34.04255294799805,,,45132.54296875,,,,,,,0,,,,59.71364974975586,,91.56746673583984,,,,,,,,,,,,77008,,,,163.8468017578125,11.9379997253418,88.06199645996094,,,15,,29.5,38.09999847412109,,,,51.13237762451172,,,,,,,,32.14285659790039,,,,,,,,,,100,,,2.002002,2.5065064,2.441767,2.5771947,1.8827727,2.2360122,2.8829999,1.9574037,2.2449999,2.2077923,9.1126623,6.6112223,.64099997,3.2898407,2.0349302,2.7103934,1.3360488,3.6813626,2.6357214,1.8304914,1.751004,6.561316,4.0896416,.25574425,120.76
24,"Angola",24,"Angola","AGO",540,"QoGBasCSjan22",5.6347895,1,8,70.700119,225,186,,,,0,44,5,3,,3,4,5.5,4,4.650000095367432,4,4,4,4,6,4,3.678571462631226,8,3,4.25,3.5,5,3.75,3,2,2,3,3,3,3.5,.0070000002160668,2,1,1,1,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,42.085674,42.808849,51.437592,34.903286,.9240486621856689,.3847,20.4,29.700001,,,,,,,,,,6,5,3,7,2,3.25,3,6,4,3,64,2,73,3,2.919964551925659,4.860000133514404,,,,,,,,,,,,,,,,3,3,,.5370000004768372,,,,,2.019000053405762,0,7,4,36,.34027779,76.12999725341797,,30.299999,33.700001,39.299999,41.5,57.099998,34.700001,41.599998,30.5,,17553,405,,.1366667002439499,2,7771.44189453125,,1,1,1,1,.425228661821526,.4283643759996893,44.34624572755408,57.41999816894531,21,-2,4.25,35.459183,46.94287872314453,1.4746345,30.80978775024414,1.579247117042542,681.6270141601563,34.95999908447266,,,,,,,,,,,,,,,,,,,,19,.5801,.25979999,.5820000171661377,9.413800239562988,.6290000081062317,.1829999983310699,.1570000052452087,.7210000157356262,.2049999982118607,2.071000099182129,.1089999973773956,.3700000047683716,3.783999919891357,-1.139192,-1.0450019,-.33569178,-1.0483428,45.29000091552734,7.33344841003418,65.26999664306641,.9208493828773499,96.17574310302734,,3.930376291275024,1246700,,272000000,40.72900009155273,,.3556045293807983,,.8873803615570068,8.189999580383301,,14.11855983734131,21.4677906036377,53.1749267578125,0,0,53.1749267578125,,46.8250732421875,5.260000228881836,50.90999984741211,57.06000137329102,44.75,6.989999771118164,.9399999976158142,13.03999996185303,42.11000061035156,42,42.20999908447266,,177,,,,,,1.87177586555481,-6.369877338409424,.0056378738954663,5.519000053405762,,,54.31740570068359,,8.607741355895996,3233.903564453125,47.93154144287109,113.4779586791992,39.61101913452148,50.67147827148438,9.336259841918945,51.29999923706055,,11000,,,.4270046651363373,,35,50.20290374755859,60.78200149536133,63.66600036621094,58.06399917602539,,,,,32066,,,30809788,46.80892562866211,50.97470092773438,2.216373682022095,24.71307182312012,34.48600006103516,65.51399993896484,22.70000076293945,39856,8243,78.37999725341797,,,,,9.644778251647949,.5578032732009888,66.37811279296875,7.28000020980835,7,6.71999979019165,16,16.36000061035156,16.76000022888184,30.45454597473145,18.81977081298828,67.71697998046875,38.11248779296875,43.13051986694336,4.056840896606445,3.24653148651123,36.242431640625,.3997340202331543,54.79999923706055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda",28,"Antigua and Barbuda","ATG",58,"QoGBasCSjan22",,1,3,27.144474,75,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0070000002160668,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.246437,58.095699,33.397686,81.96299,4.266884326934814,.60549998,55.5,48.5,,,,,,,,,,9,2,12,15,8,8.5881329,13,2,14,1,,,34,2,,,,,,,,,,,,,,,,,,,,,,2.02167010307312,1,1,1,,,5,10,,,,,,,,,,,,11.10000038146973,52.90000152587891,159,5,,,,,,3,1,1,0,0,.0013240231462322,100,77.36000061035156,,,5.5,,,,.0962859988212585,24.70600891113281,56.85100173950195,,,,,,,,,,,,,,,,,,,,,,,,.7720000147819519,16.80839920043945,,,,,,,,,,.27754217,-.0082157077,.84085685,.41534093,99.99972534179688,99.9996337890625,100,,44.6783561706543,,9.090909004211426,440,,,15.32699966430664,,9.431391716003418,3.305685758590698,5.504663467407227,6.366000175476074,,48.76025009155273,17.97352027893066,0,,,,,,,,,,,,,,,,,113,,,,,,,8.417338371276855,-1.86342990398407,1.99399995803833,,,18.75,,1.736552476882935,15073.533203125,21.11478996276855,105.0212707519531,70.25360107421875,111.1960372924805,,,,1400,,,30.58550643920898,,73,,76.88500213623047,77.98300170898438,75.72100067138672,98.94999694824219,99.41999816894531,98.40000152587891,,0,95.69547271728516,88.78981018066406,96282,22.08109092712402,69.11907958984375,8.799825668334961,218.8227233886719,75.4010009765625,24.59900093078613,,5,107,,,,,,,25.1503791809082,135.114013671875,,,,,,,11.11111068725586,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan",31,"Azerbaijan","AZE",373,"QoGBasCSjan22",,1,14,47.398396,101,250,,,,0,28,3,3,,2,4,7,3,3.433333396911621,6,6,6,2,2,3,5.25,5,2,2.25,4.5,2,3,2,5,5,2,5,4,5.5,1,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,72.038109,67.758461,73.028549,57.496925,1.973496675491333,.70999998,32.700001,46.5,,,,,,,,,,1,6,0,2,0,1.1666666,5,7,1,3,39,3,90,3,7.315107822418213,6.53000020980835,15,.25,.4300000071525574,.1000000014901161,.1599999964237213,.1400000005960464,.119999997317791,,.0900000035762787,.2099999934434891,.0799999982118607,.1800000071525574,.3300000131130219,.3799999952316284,.3799999952316284,3,3,1.290647506713867,.3210000097751617,,,,,2.404999971389771,0,0,1,35,.3611111,46.84000015258789,74.23999786376953,,,,,,,,16.79999923706055,,218700,2641,,,,16628.0546875,,1,1,1,1,0,.583659516329386,0,,23,-7,2.5476191,35.912697,50.18973922729492,,9.94953727722168,1225.7900390625,579.5,59.13000106811523,,,,,,,,,,,,,,,,,,,,25,.39070001,.14309999,.7540000081062317,9.838399887084961,.9390000104904175,.0520000010728836,.119999997317791,.6320000290870667,.0590000003576279,.8560000061988831,.0659999996423721,.1969999969005585,.6980000138282776,-.8364836,-.15805204,-.70675981,-.58753395,100,100,100,1.609662652015686,41.9743766784668,,25.38171195983887,82654,,365000000,14,12.10000038146973,19.00503540039063,1.658025503158569,3.221402168273926,5.800000190734863,,.7014099955558777,12.89056968688965,7.039857387542725,0,86.08230590820313,6.630751609802246,,6.509235382080078,12.72999954223633,36.2599983215332,41.97999954223633,30.90999984741211,14.72000026702881,5.949999809265137,22.92000007629395,49.02000045776367,52.06999969482422,46.16999816894531,,34,2.455430030822754,7.435460090637207,,,16.40216064453125,3.562401294708252,2.977946043014526,3.737565517425537,1.730000019073486,16.5,9.699999809265137,13.41392993927002,,5.212380886077881,5801.43798828125,52.25091171264648,99.72209930419922,39.71232986450195,94.48007965087891,27.70849990844727,,2.201107501983643,390,84000,644000,2.709061622619629,5.800000190734863,79.79999542236328,48.76010894775391,72.86399841308594,75.33599853515625,70.34500122070313,99.79122924804688,99.72199249267578,99.86374664306641,99.93804931640625,6002,92.42466735839844,88.53256225585938,9939771,23.36956977844238,70.43524932861328,6.195182800292969,120.2575912475586,44.31999969482422,55.68000030517578,,1130,11246,68.19999694824219,.2000000029802322,39,,,12.97127151489258,16.89934921264648,91.67257690429688,5.769999980926514,4.900000095367432,4.079999923706055,15.28999996185303,13.14999961853027,11.23999977111816,16.79999923706055,38.33138275146484,96.97734069824219,62.71789169311523,103.9214172363281,5.774840354919434,5.083663940429688,65.82981872558594,.7008140683174133,63.59999847412109,22,5.167995452880859,3.5148568,2.9748693,2.919826,3.3358467,2.7415929,2.5491452,2.7484965,3.1338675,2.1819358,2.570622,,8.6898451,7.270813,.98540705,3.0282469,2.6347494,,1.7040551,3.4844151,2.4878035,3.0057688,,,3.6479604,.28228229,10.6766
32,"Argentina",32,"Argentina","ARG",160,"QoGBasCSjan22",4.232656,1,3,60.90435,321,91,10.43,9.9840002,10.206,1,36,10,7,8,8,4,7,7,8.149999618530273,7,5,5,9,9,7,6.428571224212646,8,8,9,7.5,7,7.5,8,7,7,8,6,5.5,6.5,.2720000147819519,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,.41977078,,3,50.290047,71.313385,90.969032,72.681084,3.304015159606934,.82789999,60.200001,52.200001,,,,,,,,,,11,2,11,15,8,8.916666,14,2,10,1,72,1,46,2,7.479635715484619,5.880000114440918,.1299999952316284,.4799999892711639,.7099999785423279,.3775856494903564,.3867051899433136,.3637679815292358,.4593603014945984,.4099999964237213,.4020973443984985,.4595509171485901,.1815924346446991,.2844836413860321,.6499999761581421,.5099999904632568,.6000000238418579,1,2,,.328000009059906,,2,9,25,1.986999988555908,0,2,2,58,.47222224,80.94000244140625,81.30999755859375,,,,,,,,38.90000152587891,41.70000076293945,1625514,43245,,.3777778148651123,2,18556.3828125,4583,0,1,1,0,0,.3523024037673626,0,69.16999816894531,35,9,7.9209657,60.204082,48.28268814086914,3.065968,44.36114883422852,506.5432434082031,959.0617065429688,28.29999923706055,,,,,,,,,,,,,,,,,,,,40,.40369999,.1534,.8420000076293945,38.51333999633789,.4050000011920929,.578000009059906,.6159999966621399,.8889999985694885,.625,2.974999904632568,.5170000195503235,.7789999842643738,1.679999947547913,-.068787277,.027268179,.010891375,-.2436714,100,100,100,.5118802189826965,55.95447158813477,,14.32387256622314,2736690,,21000000,17.02099990844727,9.300000190734863,19.10152244567871,.1986299306154251,3.987234115600586,7.609000205993652,,26.65361022949219,26.83040046691895,28.14006996154785,2.02956748008728,49.48226165771484,26.24157524108887,,15.42319488525391,3.910000085830688,.1000000014901161,.0599999986588955,.119999997317791,21.90999984741211,9.140000343322754,31.30999946594238,77.98999786376953,90.80999755859375,68.56999969482422,,126,5.462230205535889,13.26391983032227,29.59457969665527,39.53939819335938,22.0803394317627,.7454988360404968,2.293710231781006,.3481699526309967,2.260999917984009,8,6,10.52037334442139,,5.296472072601318,10049.5556640625,23.05892944335938,109.7414627075195,76.08473205566406,108.7335968017578,89.95851898193359,41.29999923706055,5.324478626251221,16000,,,4.805292129516602,6.800000190734863,74.29490661621094,43.00185394287109,76.51999664306641,79.86299896240234,73.08200073242188,99.00386810302734,99.06204223632813,98.93773651123047,99.50552368164063,24000,99.18399810791016,90.79605102539063,44494504,24.76093292236328,64.12127685546875,11.11778926849365,16.25851058959961,8.130000114440918,91.87000274658203,.4000000059604645,3442,112,25.53000068664551,15.39999961853027,28.20000076293945,,,10.13124656677246,22.01028060913086,31.17494201660156,10.53999996185303,9.220000267028809,8.229999542236328,28.22999954223633,24.01000022888184,21.17000007629395,38.91050720214844,41.7470703125,94.69404602050781,57.20132827758789,132.0931549072266,4.059499740600586,3.750914096832275,47.72307586669922,.73512202501297,67.09999847412109,51,5.792796611785889,2.2100618,2.6653817,1.860026,2.0317881,1.8425403,1.7885389,1.8790731,2.0917387,1.699247,2.108166,2.1381154,8.816411,6.9792185,.93394798,3.1845889,2.7241151,1.8576858,1.606765,3.5375638,2.6406152,2.688117,2.0312109,5.8023686,3.7973902,.2010431,16.296801
